SurgicalService,Name,axa_name,axa_severity,protocolised_adm
Paediatric Surgery,ASPIRATION OF BONE MARROW FROM DONOR FOR TRANSPLANT,-,Minor,No
ENT,EXENTERATION OF ORBIT,Exenteration of orbit,Major,No
,MEDICATION ADMINISTRATION INTRATHECAL,Intrathecal chemotherapy,Minor,No
Upper Gastro-intestinal Surgery,OESOPHAGOGASTRODUODENOSCOPY,Therapeutic oesophago-gastro-duodenoscopy (OGD) with insertion of prosthesis,Intermediate,No
,EMERGENCY TRACHEOSTOMY,Tracheostomy,Intermediate,Yes
Head and Neck,MYOCUTANEOUS FLAP OF HEAD AND NECK,Free functioning muscle transfer (as sole procedure) including closure of secondary defect,Complex,Yes
Upper Gastro-intestinal Surgery,SPLENECTOMY,Open splenectomy,Major,No
Thoracic Surgery,DEBRIDEMENT OF WOUND OF SKIN,Debridement and primary suture of wound with involvement of deeper tissue - Trunk and Limbs,Intermediate,No
Gynaecology,LAPAROTOMY AND DIVISION OF PERITONEAL ADHESIONS,Freeing of adhesions of peritoneum,Major,No
General Surgery,RETROPERITONEAL TISSUE OPERATIONS,Laparoscopic retroperitoneal lymph node dissection,Major,No
,REMOVAL OF METALWORK FROM BONE,"Removal of internal fixation from bone/joint, excluding K-wires",Intermediate,No
,SUBTOTAL GLOSSECTOMY,Partial glossectomy for malignancy,Major,Yes
Head and Neck,NECK EXCISION,Radical dissection of cervical lymph nodes,Complex,Yes
ENT,RESECTION OF POLYP,"FESS Uncinectomy, ethmoidectomy, antrostomy or antral puncture inc polypectomy and attention to turbinates etc",Major,
Urology,HYPOSPADIAS REPAIR -2ND STAGE OF 2 STAGES,Repair of penile/perineal hypospadias,Major,No
Head and Neck,REPAIR OF ANTERIOR PALATAL FISTULA WITH BUCCAL FLAP,Graft of skin or mucosa to mouth,Intermediate,No
,ANGIOPLASTY OF COMMON ILIAC ARTERY,"Angioplasty of other arteries (e.g. sub-clavian, tibial, femoro-popliteal) including peripheral angiogram +/- insertion of stent",Major,No
,VIDEO ASSISTED THORACOSCOPIC SURGERY (VATS)-DRAINAGE OF PLEURAL CAVITY,Drainage of pleural cavity,Minor,No
,SKIN GRAFTING,"Split autograft of skin, trunk and limbs – up to 25cm2 in area",Intermediate,No
,SURGICAL TREATMENT OF MISCARRIAGE OF ANY TRIMESTER,Hysteroscopic Removal Of Retained Products Of Conception,Major,No
Paediatric ENT,TYMPANOPLASTY WITH MASTOIDECTOMY,Radical mastoidectomy (including meatoplasty),Major,No
,VIDEO ASSISTED THORACOSCOPIC SURGERY (VATS)-DEBRIDEMENT AND WASHOUT OF PLEURAL CAVITY AND DECORTICATION,Decortication of pleura of lung,Complex,No
Orthopaedics,HEMIARTHROPLASTY OF LEFT SHOULDER,"Shoulder hemiarthroplasty, as sole procedure",Xmajor,No
,ANTERIOR TRACHEOSTOMY,Tracheostomy,Intermediate,Yes
,OPEN REDUCTION OF FRACTURE OF TIBIA AND FIBULA WITH INTERNAL FIXATION,Primary open reduction of long bone with fixation,Major,No
Colorectal Surgery,OPEN LOW ANTERIOR RESECTION OF RECTUM,Anterior resection - low (ie colorectal anastomosis at or below the peritoneal reflection,Complex,No
,UNIPORTAL VATS - VIDEO ASSISTED THORACOSCOPIC SURGERY,VATS lung biopsy,Intermediate,Yes
,EXPLANTATION OF ARTIFICIAL URINARY SPHINCTER,Implantation of artificial urinary sphincter at bladder neck and/or removal (including cystoscopy),Major,No
Gynaecology,EXAMINATION UNDER ANAESTHESIA,Examination of vagina under anaesthetic as sole procedure,Minor,No
Breast Surgery,LUMPECTOMY OF BREAST,Excision of breast lump/fibroadenoma,Intermediate,No
,THYROIDECTOMY,Total thyroidectomy including block dissection of lymph nodes,Major,Yes
,INCISION AND EXPLORATION OF SKIN,Debridement and primary suture of wound with involvement of deeper tissue - Trunk and Limbs,Intermediate,No
Thoracic Surgery,ROBOTIC ANATOMICAL SEGMENTECTOMY OF LEFT UPPER LOBE,VATS lobectomy,Major,Yes
,TIBIAL PLATEAU LEVELING OPERATION,Tibial osteotomy,Major,No
Head and Neck,LOCAL FLAP OF SKIN TO NECK,Local flap ? less than 9cm2,Major,No
,INCISION AND DRAINAGE OF NECK,Debridement and primary suture of wound with involvement of deeper tissue - Head and Neck,Intermediate,No
,PRIMARY OPEN REDUCTION OF FRACTURE OF ELBOW AND FIXATION WITH HOOK FIXATION PLATE,"Primary open reduction of intra-articular fracture of long bone with internal fixation, eg proximal humerus or proximal tibia (with or without arthroscopic assistance) ",Major,No
Head and Neck,CRANIOFACIAL RESECTION OF NASAL CAVITY,Total excision of nose,Major,No
,MASTECTOMY OF RIGHT BREAST,Simple mastectomy (including axillary node biopsy) ? unilateral,Major,No
Head and Neck,SEGMENTAL OSTEOTOMY OF ANTERIOR MANDIBLE,Excision of mandible,Major,No
,REPAIR OF FRACTURE OF PENIS,Repair of injury to penis,Intermediate,No
,EXCISION OF CYST OF OVARY,Ovarian cystectomy +/- omental biopsy (as sole procedure and including bilateral),Major,No
,BIOPSY OF CERVICAL LYMPH NODE,Biopsy/sampling of cervical lymph nodes,Minor,No
Head and Neck,HAIR BEARING GRAFT OF SKIN TO SCALP,"Full thickness graft, head, neck, hands and genitalia ? up to 9cm2 in area",Major,No
Orthopaedics,CLOSURE OF SKIN WOUND,Debridement and primary suture of wound with involvement of deeper tissue - Trunk and Limbs,Intermediate,No
,OPEN REDUCTION OF FRACTURE OF PROXIMAL TIBIA WITH INTERNAL FIXATION,Primary open reduction of long bone with fixation,Major,No
,INCISION AND DRAINAGE OF SOFT TISSUE,Drainage of lesion of skin (including abscess),Minor,No
Urology,REVISION OF URINARY DIVERSION,Construction of ileal conduit including ureteric implantation,Xmajor,No
Gynaecology,DEBRIDEMENT OF SOFT TISSUE,Debridement and primary suture of wound with involvement of deeper tissue - Trunk and Limbs,Intermediate,No
Gynaecology,EXCISION OF LESION OF INGUINAL REGION,Simple excision of inguinal hernial sac (herniotomy) - unilateral,Intermediate,No
Thoracic Surgery,CHEST WALL EXCISION,Excision of chest wall tumour - without chest wall reconstruction,Xmajor,Yes
Bariatrics,REPAIR OF DIAPHRAGMATIC HERNIA,Transthoracic repair of diaphragmatic hernia (acquired),Xmajor,No
Gynaecology,COLOSTOMY,Open formation of colostomy,Major,No
Thoracic Surgery,TOTAL PNEUMONECTOMY,Pneumonectomy,Complex,Yes
,SCROTUM EXCISION,Excision of lesion of testis,Intermediate,No
,EPIDURAL LUMBAR INJECTION OF BLOOD PATCH,Epidural blood patch,Minor,No
Thoracic Surgery,PARTIAL EXCISION OF RIB,Excision of chest wall tumour - without chest wall reconstruction,Xmajor,Yes
,TRANSURETHRAL PROSTATECTOMY,Endoscopic resection of prostate (TUR) (including cystoscopy),Major,No
Head and Neck,"FULL THICKNESS EXCISION OF LIP, RECONSTRUCTION WITH LOCAL FLAP",Excision of lesion of lip,Intermediate,No
Vascular Surgery,BIOPSY OF TEMPORAL ARTERY,Biopsy of artery (including temporal) (as sole procedure),Minor,No
Urology,WIDE EXCISION OF SKIN LESION,Primary excision of malignant lesion - trunk and limbs,Intermediate,No
,DIAGNOSTIC FIBREOPTIC ENDOSCOPIC EXAMINATION OF UPPER GASTROINTESTINAL TRACT,"Diagnostic eosophago-gastro-duodenoscopy (OGD) includes forceps biopsy, biopsy urease test and dye spray",Minor,No
Colorectal Surgery,OPEN HIGH ANTERIOR RESECTION OF RECTUM,Anterior resection - high (i.e. colorectal anastomosis above the peritoneal reflection),Complex,No
,DISTANT FASCIAL MICROVASCULAR FREE FLAP,Microvascular free tissue transfer (as sole procedure including closure of secondary defect),Complex,No
Head and Neck,MEDIAL MAXILLECTOMY,Hemi-maxillectomy for malignancy,Xmajor,Yes
Gynaecology,PELVIC LYMPHADENECTOMY,Block dissection of inguinal lymph nodes,Major,No
Thoracic Surgery,BRONCHIAL SLEEVE RESECTION WITH PULMONARY RESECTION,Pneumonectomy,Complex,Yes
,FLEXIBLE DIAGNOSTIC BRONCHOSCOPY AND EXAMINATION AND BIOPSY OF LOWER RESPIRATORY TRACT,Diagnostic bronchoscopy +/- biopsy,Minor,No
,DIAGNOSTIC CYSTOSCOPY,Diagnostic endoscopic examination of bladder (flexible cystoscopy) including any biopsy,Minor,No
,FLUOROSCOPY GUIDED BILATERAL NEPHROSTOMY,Percutaneous nephrostomy,Intermediate,No
,LASER MICROLARYNGOSCOPY,Laser surgery to vocal cord (including microlaryngoscopy),Intermediate,No
Head and Neck,REVISION,-,Complex,Yes
,RENDEZVOUS PROCEDURE ON URETER,Endoscopic removal and insertion of prosthesis into ureter (including cystoscopy),Major,No
,ROBOT ASSISTED LAPAROSCOPIC RADICAL CYSTECTOMY,Open total cystectomy (with construction of intestinal conduit or bladder),Complex,No
,MICROLARYNGOSCOPIC VOCAL CORD POLYPECTOMY,"Microlaryngoscopy/laryngoscopy +/- biopsy, excision of lesion, polyp or cyst",Intermediate,No
Urology,ANTERIOR COLPORRHAPHY,Anterior +/- posterior colporrhaphy and amputation of cervix uteri (including primary repair of enterocele),Major,No
,"REMOVAL OF SACRAL NERVE SACRAL NERVE NEUROMODULATION, FIRST STAGE",Sacral nerve stimulation for faecal/urinary incontinence or constipation,Major,No
,SUBTOTAL COLECTOMY,Extended excision of right hemicolon,Xmajor,No
,CREATION OF DEFUNCTIONING COLOSTOMY,Open formation of colostomy,Major,
,INTRAMEDULLARY NAILING OF FEMUR,Locked intramedullary nailing of fractured long bone,Xmajor,No
,INTERNAL FIXATION USING KIRSCHNER WIRE,"Closed reduction of fracture of long bone, including cast or percutaneous K-wires",Intermediate,No
General Surgery,CLOSURE OF JEJUNOSTOMY,Gastrostomy,Major,
Orthopaedics,ARTHROSCOPIC SYNOVIAL BIOPSY OF KNEE JOINT,"Arthroscopy of knee (including examination under anaesthetic, washout and biopsy) (as sole procedure)",Intermediate,No
,ABDOMINAL HYSTERECTOMY,Total abdominal hysterectomy (+/- oophorectomy) +/- ureterolysis,Major,
,INCISION AND EXPLORATION OF SUBCUTANEOUS TISSUE,Debridement and primary suture of wound with involvement of deeper tissue - Trunk and Limbs,Intermediate,
,TRANS URETHRAL RESECTION OF BLADDER TUMOUR,Endoscopic resection of lesion of bladder (including cystoscopy),Major,
,"LOCAL ROTATION FLAP, MYOCUTANEOUS",Local flap ? less than 9cm2,Major,No
Colorectal Surgery,EXCISION OF REDUNDANT MUCOSA FROM ILEOSTOMY,Revision of ileostomy - local,Major,No
Colorectal Surgery,DESTRUCTION OF LESION OF ILEOSTOMY,Revision of ileostomy - local,Major,No
Head and Neck,FREEING OF ADHESION OF TONGUE WITH Z-PLASTY,Freeing of adhesions of tongue,Minor,No
,COLOSTOMY,Open formation of colostomy,Major,No
,ASPIRATION CURETTAGE OF UTERUS FOR TERMINATION OF PREGNANCY,Hysteroscopic Removal Of Retained Products Of Conception,Major,No
Orthopaedics,EXCISION ARTHROPLASTY OF THE HIP,Hip resurfacing arthroplasty,Xmajor,No
Maxillo-Facial Surgery,REVISION SEPTORHINOPLASTY,Septorhinoplasty including graft/implant following trauma or excision of tumour (including attention to turbinates),Major,No
Head and Neck,GRAFTING OF FAT,"Fat transfer, including extraction and volume adjustment, of scar defect following trauma (excluding breast)",Intermediate,No
Urology,"SACRAL NEUROMODULATIONÂ -TINED LEAD REMOVAL, FIRST STAGE",Sacral nerve stimulation for faecal/urinary incontinence or constipation,Major,No
Urology,RENEWAL OF ARTIFICIAL BLADDER NECK SPHINCTER IN FEMALE,Implantation of artificial urinary sphincter at bladder neck and/or removal (including cystoscopy),Major,No
Colorectal Surgery,CLOSURE OF BOWEL FISTULA,Occlusion of fistula under imaging control,Major,No
Bronchoscopy/Thoracoscopy,ENDOSCOPIC LASER DESTRUCTION OF LESION BELOW TRACHEA USING RIGID BRONCHOSCOPE,"Therapeutic bronchoscopy (including laser, cryotherapy, lavage, snare, dilatation of stricture, insertion of stent)",Minor,No
Orthopaedics,ARTHROSCOPIC PRIMARY REDUCTION AND FIXATION OF FRACTURE OF NECK OF FEMUR USING DYNAMIC HIP SCREW,Primary reduction of fracture of neck of femur and internal fixation,Xmajor,No
,INSERTION OF IMPLANTABLE INTRATHECAL ACCESS SYSTEM,Implantation/removal of intrathecal drug delivery system,Major,No
ENT,DRAINAGE OF FRONTAL SINUS,Antral puncture and wash-out (and bilateral),Minor,No
Urology,REMOVAL OF ARTIFICIAL BLADDER SPHINCTER,Implantation of artificial urinary sphincter at bladder neck and/or removal (including cystoscopy),Major,No
,GYNAECOLOGICAL ENDOSCOPIC EXAMINATION,"Hysteroscopy (including biopsy, dilatation, curettage and resection of polyp(s) +/- Mirena coil insertion)",Intermediate,No
Orthopaedics,OPEN REDUCTION OF FRACTURE OF METACARPAL BONE WITH INTERNAL FIXATION,Primary open reduction of small bone with fixation including intra-articular,Intermediate,No
,BRONCHOSCOPY WITH REMOVAL OF FOREIGN BODY,Therapeutic bronchoscopy for removal of foreign body,Minor,No
,INTERNAL FIXATION OF BONE OF RADIUS,Primary open reduction of long bone with fixation,Major,No
Head and Neck,DISTANT MYOCUTANEOUS FLAP,Free functioning muscle transfer (as sole procedure) including closure of secondary defect,Complex,Yes
,EXCISIONAL DEBRIDEMENT OF WOUND FOR INFECTION,Debridement and primary suture of wound with involvement of deeper tissue - Trunk and Limbs,Intermediate,
General Surgery,REVISION GASTRECTOMY,Total gastrectomy and excision of surrounding tissue,Complex,Yes
ENT,ENDOLYMPHATIC SAC OPERATION WITH SHUNT,Operation(s) on endolymphatic sac,Major,No
Gynaecology,EXCISION OF LESION OF ANTERIOR ABDOMINAL WALL AND INSERT OF PROSTHETIC MATERIAL INTO ANTERIOR ABDOMINAL WALL,Open repair of incisional hernia requiring mesh,Intermediate,No
General Surgery,REPLACEMENT OF NEURAL PACEMAKER FROM PERIPHERAL NERVE,Implantation of neurostimulator to peripheral nerve,Major,No
Urology,"SACRAL NEUROMODULATIONÂ -TINED LEAD REMOVAL, SECOND STAGE",Sacral nerve stimulation for faecal/urinary incontinence or constipation,Major,No
,INCISION AND DRAINAGE OF LOWER EXTREMITY,Debridement and primary suture of wound with involvement of deeper tissue - Trunk and Limbs,Intermediate,No
Urology,ONE STAGE LEFT ORCHIDOPEXY,Orchidopexy,Intermediate,No
Oral Surgery,SURGICAL REMOVAL OF IMPACTED TOOTH,Surgical removal of impacted/buried tooth/teeth,Intermediate,No
General Surgery,SIGMOID COLECTOMY,Excision of sigmoid colon,Xmajor,No
,TRANSVERSE COLECTOMY WITH STOMA,Excision of transverse colon,Xmajor,No
General Surgery,PANPROCTOCOLECTOMY,Panproctocolectomy and ileostomy,Complex,No
,REVISION OF INTERNAL FIXATION OF FEMUR,"Open reduction, internal fixation and revision of femoral component for peri-prosthetic fracture",Complex,No
ENT,REVISION PINNAPLASTY,Pinnaplasty (including bilateral) (child 14 and below only),Intermediate,No
Thoracic Surgery,BILOBECTOMY OF LUNG,Pulmonary lobectomy including segmental resection,Complex,Yes
Head and Neck,EXCISION OF THYROGLOSSAL FISTULA,Excision of thyroglossal cyst/tract,Intermediate,No
ENT,"LARYNGOSCOPY, PHARYNGOSCOPY AND OESOPHAGOSCOPY",Panendoscopy +/- incisional biopsy,Intermediate,No
ENT,"LABYRINTHECTOMY, OSSEOUS",Middle ear tumour excision,Major,No
Breast Surgery,BIOPSY OF BREAST,Excision biopsy of breast lesion after localisation,Intermediate,No
Orthopaedics,OPEN REDUCTION WITH INTERNAL FIXATION OF TRIMALLEOLAR FRACTURE OF ANKLE AND FIXATION OF POSTERIOR LIP OF TIBIA,"Primary open reduction of intra-articular fracture of long bone with internal fixation, eg proximal humerus or proximal tibia (with or without arthroscopic assistance) ",Major,No
,SECOND LOOK LAPAROTOMY,Laparotomy for postoperative haemorrhage,Major,Yes
Orthopaedics,REVISION OF INTERNAL FIXATION OF ULNA,Primary open reduction of long bone with fixation,Major,No
Head and Neck,NECK RECONSTRUCTION,-,Complex,Yes
Head and Neck,EXCISION OF MULTIPLE SKIN LESIONS,"Excision of lesion of skin or subcutaneous tissue - four or more, Head & Neck (excluding lipoma)",Intermediate,No
General Surgery,INCISION AND DRAINAGE OF PILONIDAL ABSCESS,Excision of pilonidal sinus and suture/skin graft,Intermediate,No
Urology,REPAIR OF RECTOVAGINAL FISTULA,Repair of rectovaginal fistula,Xmajor,No
Thoracic Surgery,VIDEO ASSISTED THORACOSCOPIC SURGERY (VATS)-PERICARDIAL-PLEURAL WINDOW,Diagnostic mediastinoscopy,Intermediate,No
Oral Surgery,SURGICAL REMOVAL OF ERUPTED TOOTH REQUIRING ELEVATION OF MUCOPERIOSTEAL FLAP AND REMOVAL OF BONE AND/OR SECTION OF TOOTH,Surgical removal of impacted/buried tooth/teeth,Intermediate,No
Orthopaedics,WATSON-JONES OPERATION FOR RECONSTRUCTION OF LATERAL LIGAMENTS OF ANKLE,Reconstruction of lateral collateral ligament complex,Major,No
General Surgery,PRIMARY REPAIR OF PARAUMBILICAL HERNIA USING SUTURE,Repair of umbilical/paraumbilical hernia (irrespective of age),Intermediate,No
Orthopaedics,GRAFTING OF BONE OF HUMERUS,Excision of benign tumour of bone with bone grafting,Xmajor,No
,NEPHROSTOGRAM,Percutaneous nephrostomy,Intermediate,No
,PERCUTANEOUS INSERTION OF NEPHROSTOMY TUBE,Percutaneous insertion of nephrostomy tube,Intermediate,No
,RIGID DIAGNOSTIC CYSTOSCOPY,Endoscopic Examination of Bladder (Rigid Cystoscopy) Including any Biopsy,Minor,No
ENT,ADENOID EXCISION,Adenoidectomy,Minor,No
Urology,BULBAR URETHROPLASTY WITH BUCCAL MUCOSAL GRAFT VENTRAL PATCH AUGMENTATION,"Complex Urethroplasty, Eg Revision Surgery of the Anterior Urethra, Segment, Posterior Urethra, +/- Grafting (Including Cystoscopy)",Major,No
Maxillo-Facial Surgery,DIVISION OF MAXILLA,Excision of lesion of jaw,Intermediate,No
Head and Neck,EXTENDED RADICAL NECK DISSECTION OF CERVICAL LYMPH NODES,Radical dissection of cervical lymph nodes,Complex,Yes
Orthopaedics,PRIMARY OPEN REDUCTION OF FRACTURE OF NECK OF FEMUR AND OPEN FIXATION USING DYNAMIC HIP SCREW,Primary reduction of fracture of neck of femur and internal fixation,Xmajor,No
Orthopaedics,FIXATION OF FRACTURE,Primary open reduction of long bone with fixation,Major,No
Urology,DRAINAGE OF PELVIC COLLECTION,Drainage of abscess of appendix or drainage of intra-abdominal abscess,Major,No
Colorectal Surgery,ANASTOMOSIS OF ILEUM TO CAECUM,Laparoscopically assisted resection of small intestine,Major,No
General Surgery,MASTECTOMY FOR GYNAECOMASTIA,Simple mastectomy (including axillary node biopsy) ? unilateral,Major,No
,NEPHROSTOMY,Percutaneous nephrostomy,Intermediate,No
Colorectal Surgery,REPAIR OF PROLAPSE OF ILEOSTOMY,Revision of ileostomy - local,Major,No
ENT,DIAGNOSTIC MICROLARYNGOSCOPY AND BIOPSY,"Microlaryngoscopy/laryngoscopy +/- biopsy, excision of lesion, polyp or cyst",Intermediate,No
Head and Neck,LIPOSUCTION OF SUBCUTANEOUS TISSUE OF HEAD OR NECK,"Fat transfer, including extraction and volume adjustment, of scar defect following trauma (excluding breast)",Intermediate,No
Gastroenterology,REPAIR OF PARASTOMAL HERNIA,Laparoscopic repair of parastomal hernia requiring mesh,Intermediate,No
Vascular Surgery,ANGIOPLASTY OF INFERIOR VENA CAVA,Plication of vena cava,Xmajor,No
Paediatric Urology,STANDARD CIRCUMCISION,Circumcision,Intermediate,No
,"HARTMANN OPERATION, RECTAL RESECTION",Hartmann's procedure,Xmajor,No
Urology,URETERIC REIMPLANTATION WITH SMALL BOWEL INTERPOSITION,Construction of ileal conduit including ureteric implantation,Xmajor,No
General Surgery,"VON KRASKE OPERATION, PROCTECTOMY",Proctectomy,Major,No
,PROSTHETIC ARTHROPLASTY OF LEFT HIP,"Total hip replacement, with or without cement, after excision arthroplasty or arthrodesis, including conversion of hemiarthroplasty or revision of other previous hip surgery which involved internal fixation",Xmajor,No
,EXCISION OF ILEOANAL POUCH,Ileoanal anastomosis and creation of pouch,Complex,No
,"ARTHROPLASTY OF KNEE, FEMORAL CONDYLES WITH DEBRIDEMENT AND PARTIAL SYNOVECTOMY","Multiple arthroscopic operation on knee (including meniscectomy, chondroplasty, drilling or microfracture)",Major,No
Vascular Surgery,ENDOVENOUS LASER ABLATION OF VARICOSE VEIN,Radiofrequency ablation of more than one venous trunk +/- phlebectomies - unilateral,Intermediate,No
Oral Surgery,SURGICAL EXPOSURE OF IMPACTED OR UNERUPTED TOOTH FOR ORTHODONTIC REASON,Surgical removal of impacted/buried tooth/teeth,Intermediate,No
,INTERCOSTAL NERVE BLOCK,Paravertebral block up to two levels (under X-ray control),Minor,No
Paediatric Urology,AUGMENTATION CYSTOPLASTY,Enterocystoplasty (including cystoscopy),Complex,No
Thoracic Surgery,VIDEO ASSISTED THORACOSCOPY,Diagnostic thoracoscopy (+/- biopsy),Minor,No
,CLOSURE OF TRACHEOSTOMY,Tracheostomy,Intermediate,Yes
Anaesthetics,LUMBAR PUNCTURE,Lumbar puncture (including spinal manometry),Minor,No
Colorectal Surgery,CONSTRUCTION OF STOMA,Open formation of colostomy,Major,No
Orthopaedics,REALIGNMENT OF BONE,Primary open reduction of long bone with fixation,Major,No
Neurosurgery,PARTIAL MAXILLECTOMY,Partial maxillectomy for malignancy,Xmajor,No
Head and Neck,TRIGONECTOMY,Partial cystectomy (including cystoscopy),Major,No
Urology,DRESSING AND FIXATION PROCEDURE,-,Unknown,No
Urology,TOTAL NEPHRECTOMY,Nephrectomy and excision of perirenal tissue,Xmajor,No
Thoracic Surgery,MAINTENANCE OF INDWELLING PLEURAL CATHETER,Insertion of indwelling pleural catheter,Intermediate,No
Head and Neck,HARVEST OF SHEET OF FASCIA FROM FASCIA LATA,Transfer of tendon (not otherwise specified),Intermediate,No
